he_word,en_word
תקוות,hopes
באנג,bang
ריכוז,concentration
האימון,the training
זורקת,throwing
לסרוק,scan
אתחתן,i will marry.
תרשום,write down
הגירושים,the divorce
שמלות,dresses
עסקאות,transactions
באירוע,at the event
לשדר,transmit
הריון,pregnancy
אפשריים,possible
מרחם,from the womb
מתת,gift
עימו,with him
שלטון,government
בשמלה,in a dress
מעמידה,standing
מרוויחים,earning
תכניסו,enter
אנ,an
מאגר,reservoir
הממוצע,the average
למציאות,to reality
אייבי,ivy
התולעת,the worm
יסלח,will forgive
ארגז,box
הכיוונים,directions
חיילי,soldiers
חותמת,stamp
לשמר,preserve
יקחו,they will take
כימיה,chemistry
לעיתונות,for the press
שהגיעו,who arrived
התגלה,discovered
תשימי,put it.
שצריכה,that needs
קוריאה,korea
והחברים,and the friends
המרפסת,the balcony
הדוק,tight
מעיד,testifies
פקח,inspector
בידיך,in your hands
שאצא,i will leave.
לגביה,about her
מסוימות,certain
דולי,dolly
הציבורי,the public
מדממת,bleeding
הדרכון,the passport
מתרומם,rising
לייק,lake
טיי,ty
דחיפה,push
שמחכה,waiting
שנתנו,we gave
הנתיב,the path
היזהרו,be careful.
שיראו,let them see
תדליק,light up
חניבעל,hannibal
ירוקה,green
התמוטטות,collapse
שהעבודה,that the work
מרץ,march
לקומה,to the floor
לחש,spell
ולאכול,and eat
השכר,the salary
רכה,soft
שקיבלנו,we received
לסוכן,to the agent
המדינות,the countries
למחלקה,to the department
בצדק,rightly
פרל,pearl
תוכיח,prove
תסתובבי,turn around.
נפלת,you fell.
דויד,david
מגש,tray
רוזוולט,roosevelt
שלחנו,we sent
ושמעתי,and I heard
יקנה,will buy
מעצמו,by himself
הכתפיים,the shoulders
במשרדו,in his office
להישבע,to swear
טונות,tons
הסחר,trade
בטיול,on a trip
אנשינו,our people
באביב,in the spring
הטמפרטורה,the temperature
וחבר,and a friend
אלבש,i wear
לוטננט,lieutenant
לפאניקה,to panic
בבעלות,owned
השקעה,investment
מדרכי,from my path
נסבל,tolerable
שעבד,who worked?
מוסרית,moral
אדוארדס,edwards
בסתר,secretly
הדור,the generation
ראפ,rap
הנוסף,the additional
הפצעים,the wounds
להגשים,fulfill
לביצוע,to be performed
מרושעת,evil
ישיבה,meeting
בגרמניה,in Germany
כמוהם,like them
שבין,between
ההצלה,the rescue
ללקק,lick
ילדת,you gave birth
מגנה,magna
איזון,balance
בארנק,in the wallet
הישיבה,the meeting
שדבר,what is it?
מילי,millie
הכנה,preparation
פדרו,pedro
לבא,to come
מטוגן,fried
הרמתי,i lifted
תשבור,break
קופסא,box
הסבא,grandpa
שהשארתי,that I left
ענקיים,giants
וודי,woody
גופנית,physical
לחדש,renew
נשמתך,your soul
יכולתם,their ability
לקבוצת,for the group
הגיהנום,hell
תיקו,draw
החומרים,the materials
נותרה,remained
הערפד,the vampire
בשבט,in the tribe
מיזוג,merge
למועצת,to the council
ברוקס,brooks
גיטרה,guitar
בצרפתית,in French
מנטה,mint
פאולה,paula
פרוייקט,project
קבעתי,i have determined
בזכותך,thanks to you
המדויק,the exact
זכתה,won
לחפות,cover
ומוות,and death
החטיפה,the kidnapping
חגורה,belt
הקדמונים,the ancients
פיליפס,philips
אלבום,album
ששאלתי,i asked
בקהל,in the audience
פסטיבל,festival
רבי,rabbi
סגנית,deputy
המזוודות,the suitcases
נשאל,asked
ברנט,brent
בסוכנות,at the agency
ההערכה,the assessment
תסתיים,will end
הוי,hey
רווקים,singles
נזמין,we will order
המרק,the soup
שתביא,that you bring
ההאשמות,the accusations
צועקים,shouting
המרפאה,the clinic
אליהן,to them
הגיבוי,the backup
העלאה,raise
סניור,senior
העמדת,standing
תזכירי,memo
מורים,teachers
תצפה,watch
גרר,drag
פיטרו,peter
בכיתי,cried.
מאורה,den
בקסטר,baxter
עצמאית,independent
אסכים,i will agree.
קרבן,victim
חברתו,his girlfriend
שבדקתי,i checked
תחתוך,cut
התחתנת,did you get married?
נבל,harp
ציפיות,expectations
תגלי,discover
הרסו,destroyed
פלפל,pepper
פט,pat
מחסור,shortage
שהתחלנו,that we started
מבזבזת,wasteful
ישפיע,will affect
חשיפה,exposure
שכחי,forget it.
הכלכלה,the economy
גיי,gay
לאגם,to the lake
מרילין,marilyn
לימדו,taught
ממול,opposite
מהבחורים,from the boys
הנדל,handel
מנגנת,playing
שמיים,sky
בקהילה,in the community
המלכות,the Kingdoms
לנסח,formulate
הרקולס,hercules
הראשים,the heads
הדסון,hudson
לחור,glow
סקרנות,curiosity
הוזה,dreamer
הייז,hayes
רשומה,record
פילדלפיה,philadelphia
צועקת,screaming
תכנסי,come in.
קנאה,jealousy
הטבעי,the natural
הציונים,the grades
קסנדרה,cassandra
לעיירה,to the town
באג,bug
תמכור,sell
יפני,japanese
סגר,closure
אלוהי,divine
ישתמש,will use
וואן,one
גאווין,gavin
שהצלחת,you succeeded.
לגרש,expel
קיום,existence
הצרפתים,the French
מלהיב,rousing
שקיים,that exists
יכולתך,your ability
אתקן,i will fix it.
לוחות,boards
חגיגה,celebration
זמזום,hum
הטבח,the massacre
מחילה,forgiveness
מצייר,painter
הוותיק,the veteran
מדם,from blood
בחורף,in winter
שטיח,carpet
הסיוט,the nightmare
הפדרלי,federal
גומר,finished
מא,ma
התיקון,the correction
השתמשנו,we used
משתוקק,yearning
יכלתי,i could
הפגיעה,the injury
אבחר,i will choose
נייג,nig
האויר,the air
חנייה,parking
ששת,six
באוגוסט,in August
לכאב,for pain
הטעויות,the mistakes
לממשלה,to the government
וולי,wally
להיפתח,to open up
בקריירה,in career
בכי,crying
ברנדן,brendan
הבכורה,the first
קיבלתם,you received
לסיפון,to the deck
עבירות,offenses
נגעת,you touched
פרקים,chapters
מנחשת,from a snake
שכתבת,you wrote
ובוהו,wow!
מהארון,from the closet
הבכור,the eldest
בעצמכם,by yourselves
המחמד,the pet
מומחים,experts
החתיכה,the piece
תעקוב,follow
מרגו,margo
כבש,lamb
חוליו,julio
פחדת,you were afraid.
b,b
לכפות,force
עידוד,encouragement
דמיין,imagine
ברונו,bruno
חלשים,weak
שורד,surviving
ולפי,and according to
ושאתה,and that you
בכוננות,on standby
שרף,resin
תערובת,mixture
להציב,place
בפחד,in fear
חות,words
נשך,usury
קראי,read
שנא,hated
המצח,forehead
בידיי,in my hands
בשקית,in a bag
מחליפים,substitutes
מהבחור,from the guy
צרכים,needs
כשהן,when they
טירה,castle
קליין,klein
הכישורים,the skills
נסעו,they traveled
זורחת,shining
הועבר,transferred
אומה,nation
נחמדות,cuteness
קבצים,files
להשתלב,integrate
נקראים,are called
תגמור,finish.
זמנו,his time
כסא,chair
נקיות,clean
ותיקים,veterans
נלחמתי,i fought
לתוכו,into it
אסף,assaf
בהמתנה,on hold
הפרשים,differential
מעשנת,smoker
באם,bam
אעריך,i would appreciate
בספרייה,in the library
שרירי,muscular
ארמון,palace
הזריחה,sunrise
הכף,the cape
תקציב,budget
ולהפוך,and turn
הדעה,the opinion
הטריק,the trick
האחיינית,the niece
קאתי,cathy
קלטות,tapes
מתייחסת,refers to
הפלילי,criminal
יעזבו,will leave
פחם,coal
up,up
ואילו,whereas
עלובה,poor
במקרים,in cases
שגויה,wrong
ארורים,damned
החוקר,the researcher
אההה,ahhh
תוודאי,make sure
תיבות,boxes
יפסיקו,will stop
הפעמון,the bell
תורגמה,translated
אידי,edie
חטפתי,i kidnapped
האמצעי,the middle
העשן,the smoke
בהרים,in the mountains
השביעי,the seventh
רופוס,rufus
יצירתי,creative
כתבי,writings
שהתחלת,that you started
למענו,for his sake
מרשי,my clients
הלילות,the nights
שבעים,seventy
דרכון,passport
ואעשה,and I will do
מונד,mond
שאישה,that woman
ארט,art
ציורים,paintings
מילא,filled
התלבושת,the outfit
הספסל,the bench
תטרח,will you bother?
בלהקה,in the band
הארוכה,the long one
ניוטון,newton
לאוטו,for the car
do,do
הפסיד,lost
ממשפחת,from the family
סקרלט,scarlet
אחזיק,i will hold
להירשם,register
המתחם,the complex
חסוי,privileged
נפגעו,were injured
בקבוקים,bottles
נטשה,natasha
שלפחות,at least
צילמתי,i took a picture.
עופי,ofi
האקדחים,the guns
קתרינה,katrina
כוויות,burns
להחמיץ,miss
הרגנו,we killed
בטקסס,in Texas
חשפנות,striptease
פעולת,operation
ניקיתי,i cleaned
נושמת,breathing
שקוע,immersed
שובב,naughty
נחפש,we will search
קיד,kid
תשעים,ninety
ישאל,will ask
לייל,lyle
מביטה,looking
סירת,cruiser
הסתיימו,ended
ראול,raul
משק,economy
כששמעתי,when I heard
לשמצה,infamous
והולך,and goes
מהבניין,from the building
טראוויס,travis
הרגעים,the moments
שכה,sober
המטבע,the currency
פוגעת,hurts
יאמן,yaman
ליגת,league
עמוקים,deep
בפחות,in less
פעילה,active
יעלם,will disappear
דוא,email
סיימו,finished
דבורים,bees
ציר,axis
הנס,hans
שוט,whip
בחום,in the heat
שנותרו,the remaining
עמודים,pages
האמנם,indeed
מעבירה,transferring
שבורות,broken
תקן,standard
מנכ,cEO
מתחבר,connecting
למדו,learned
מסודרת,tidy
קתי,kathy
סכינים,knives
נוראים,terrible
עליונה,upper
בחיינו,in our lives
קאלי,cali
ספורים,few
החזקת,holding
מזוודה,suitcase
מכובדת,respected
לקפטן,to the captain
ידידות,friendship
ניצולים,survivors
קשורות,related
זריקת,injection
לזירה,to the arena
כימי,chemical
האומנם,is it true?
לייצג,to represent
יעקב,jacob
מצחוק,laughter
לוחש,whispering
בקש,request
מהמדינה,from the country
בניינים,buildings
המהירה,the fastest
שהכסף,that the money
רבנו,we fought.
המרתף,the basement
והבנתי,and I understood.
קרופורד,crawford
סוודר,sweater
לסירה,to the boat
הבהלת,panic
שייקח,to take
הפגישות,the meetings
מלכי,kings
נואשים,desperate
מציאה,bargain
ברשות,with permission
נכשלתי,i failed.
חוטים,threads
שמוטב,which is better?
דובי,bearish
ואותי,and me
וניל,vanilla
נסן,nissan
נעולים,locked
עצלן,sloth
סונג,song
מילוי,filling
אקפוץ,i will jump.
בינואר,in January
להתחרט,regret
נרקוד,we will dance.
מלמדים,teaching
הראוי,the worthy
ממשטרת,from the police
פסיכולוגית,psychologist
הסוללה,the battery
העכבר,the mouse
פרוצה,prostitute
אריזונה,arizona
תספורת,haircut
נקניק,sausage
דמו,his blood
משחשבתי,since I thought
עופו,fly away
הרפתקה,adventure
בניית,construction
שברה,shabra
מלכים,kings
האגרוף,the fist
